UNITID,NPT41_PUB,NPT41_PRIV,NPT41_PROG,NPT41_OTHER,COSTT4_A,COSTT4_P,UGDS
182005,6438,NULL,NULL,NULL,11838,NULL,29848
182111,NULL,23758,NULL,NULL,29598,NULL,1097
182148,NULL,21348,NULL,NULL,26616,NULL,915
182209,NULL,14581,NULL,NULL,NULL,18529,398
182281,9197,NULL,NULL,NULL,17478,NULL,22742
182290,12465,NULL,NULL,NULL,21398,NULL,15310
182306,7017,NULL,NULL,NULL,12845,NULL,2387
182397,NULL,14596,NULL,NULL,NULL,19245,275
182430,NULL,27323,NULL,NULL,30711,NULL,374
182458,NULL,20408,NULL,NULL,44600,NULL,476
182500,6338,NULL,NULL,NULL,12067,NULL,9051
182564,9290,NULL,NULL,NULL,13918,NULL,3511
182634,NULL,17367,NULL,NULL,50644,NULL,1395
182652,NULL,10972,NULL,NULL,NULL,15380,62
182661,NULL,21709,NULL,NULL,27321,NULL,626
182670,NULL,9858,NULL,NULL,61398,NULL,4154
182704,NULL,11984,NULL,NULL,NULL,15726,103
182722,NULL,10861,NULL,NULL,NULL,15448,140
182795,NULL,23571,NULL,NULL,44410,NULL,1664
182829,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182865,NULL,15629,NULL,NULL,20578,NULL,2273
182892,NULL,12708,NULL,NULL,NULL,17006,54
182908,NULL,18330,NULL,NULL,24678,NULL,68
182953,NULL,16936,NULL,NULL,NULL,21585,164
182980,NULL,28494,NULL,NULL,46261,NULL,1465
182999,NULL,22002,NULL,NULL,NULL,26715,57
183026,NULL,30269,NULL,NULL,39677,NULL,17172
183035,NULL,15450,NULL,NULL,NULL,19197,32
183044,16532,NULL,NULL,NULL,29520,NULL,12288
183062,16203,NULL,NULL,NULL,24614,NULL,4643
183071,14014,NULL,NULL,NULL,21507,NULL,781
183080,15211,NULL,NULL,NULL,24828,NULL,3986
183099,15762,NULL,NULL,NULL,19062,NULL,3826
183105,16155,NULL,NULL,NULL,19858,NULL,627
183114,19941,NULL,NULL,NULL,23322,NULL,898
183123,14629,NULL,NULL,NULL,18684,NULL,1032
183132,12953,NULL,NULL,NULL,16905,NULL,2450
183141,13135,NULL,NULL,NULL,16741,NULL,2026
183150,15458,NULL,NULL,NULL,18859,NULL,1890
183202,NULL,20252,NULL,NULL,NULL,21319,26
183211,NULL,17923,NULL,NULL,39525,NULL,1524
183239,NULL,22533,NULL,NULL,48016,NULL,1912
183248,NULL,NULL,NULL,NULL,21198,NULL,131
183257,14194,NULL,NULL,NULL,17576,NULL,1680
183275,NULL,14833,NULL,NULL,31300,NULL,80
183488,NULL,20855,NULL,NULL,26062,NULL,323
183655,15472,NULL,NULL,NULL,20918,NULL,6762
183725,NULL,20471,NULL,NULL,NULL,23880,567
183743,7087,NULL,NULL,NULL,11917,NULL,14688
183789,NULL,18200,NULL,NULL,34369,NULL,3667
183804,NULL,NULL,NULL,NULL,NULL,NULL,2766
183822,NULL,18549,NULL,NULL,38858,NULL,1906
183859,4858,NULL,NULL,NULL,11196,NULL,12492
183877,5852,NULL,NULL,NULL,11534,NULL,8790
183910,NULL,15115,NULL,NULL,38223,NULL,1570
183938,8279,NULL,NULL,NULL,10511,NULL,12096
183974,NULL,15258,NULL,NULL,44586,NULL,1708
183983,13586,NULL,NULL,NULL,NULL,19231,105
184047,NULL,24416,NULL,NULL,27704,NULL,148
184056,NULL,21384,NULL,NULL,NULL,25861,607
184092,NULL,18947,NULL,NULL,NULL,23821,611
184144,NULL,13269,NULL,NULL,NULL,18265,129
184153,NULL,NULL,NULL,NULL,NULL,NULL,41
184180,4576,NULL,NULL,NULL,10866,NULL,7583
184205,7415,NULL,NULL,NULL,13884,NULL,3814
184278,NULL,30484,NULL,NULL,NULL,33495,236
184320,NULL,20169,NULL,NULL,NULL,25714,1133
184348,NULL,20015,NULL,NULL,56932,NULL,1453
184357,NULL,9966,NULL,NULL,13011,NULL,32
184427,NULL,13480,NULL,NULL,NULL,18048,255
184481,3784,NULL,NULL,NULL,8554,NULL,11150
184506,NULL,14698,NULL,NULL,NULL,19377,126
184603,NULL,15382,NULL,NULL,43227,NULL,3915
184612,NULL,16580,NULL,NULL,41750,NULL,1618
184694,NULL,17642,NULL,NULL,51159,NULL,2242
184746,NULL,13412,NULL,NULL,NULL,19274,255
184773,NULL,16190,NULL,NULL,38533,NULL,1398
184782,20837,NULL,NULL,NULL,26970,NULL,10656
184791,7035,NULL,NULL,NULL,11530,NULL,6362
184816,NULL,13571,NULL,NULL,NULL,18476,91
184870,NULL,26272,NULL,NULL,NULL,30112,346
184959,NULL,28996,NULL,NULL,33787,NULL,987
184968,NULL,30109,NULL,NULL,35434,NULL,150
184995,7177,NULL,NULL,NULL,11853,NULL,8753
185129,8561,NULL,NULL,NULL,19058,NULL,6373
185174,NULL,27135,NULL,NULL,31388,NULL,98
185262,9979,NULL,NULL,NULL,19462,NULL,11975
185332,NULL,19754,NULL,NULL,NULL,23496,422
185396,NULL,14402,NULL,NULL,NULL,19192,1171
185466,NULL,14069,NULL,NULL,NULL,19857,303
185509,2040,NULL,NULL,NULL,8484,NULL,7885
185536,5713,NULL,NULL,NULL,10545,NULL,11433
185572,NULL,15210,NULL,NULL,42307,NULL,4557
185590,16701,NULL,NULL,NULL,22773,NULL,15182
185624,NULL,NULL,NULL,NULL,NULL,NULL,116
185679,NULL,NULL,NULL,NULL,25206,NULL,361
185721,NULL,19793,NULL,NULL,NULL,22923,579
185730,NULL,14782,NULL,NULL,NULL,19342,71
185758,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185767,NULL,21247,NULL,NULL,NULL,25152,259
185828,11384,NULL,NULL,NULL,26700,NULL,6449
185873,7209,NULL,NULL,NULL,13635,NULL,8174
185916,NULL,19091,NULL,NULL,NULL,24593,142
185970,NULL,17577,NULL,NULL,NULL,20977,180
186016,NULL,14053,NULL,NULL,NULL,19003,337
186034,6531,NULL,NULL,NULL,11420,NULL,8379
186052,NULL,16994,NULL,NULL,NULL,21934,703
186122,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186131,NULL,5932,NULL,NULL,55430,NULL,5234
186186,NULL,12930,NULL,NULL,22000,NULL,239
186201,9199,NULL,NULL,NULL,27781,NULL,5397
186274,NULL,32207,NULL,NULL,NULL,35223,193
186283,NULL,17452,NULL,NULL,48163,NULL,4041
186335,NULL,23355,NULL,NULL,NULL,27637,61
186371,8296,NULL,NULL,NULL,22048,NULL,4777
186380,11659,NULL,NULL,NULL,28011,NULL,33427
186399,7286,NULL,NULL,NULL,22046,NULL,6748
186405,NULL,NULL,NULL,NULL,NULL,NULL,15
186423,NULL,NULL,NULL,NULL,NULL,NULL,56
186432,NULL,12898,NULL,NULL,40921,NULL,2369
186469,4088,NULL,NULL,NULL,10053,NULL,1133
186584,NULL,19542,NULL,NULL,46869,NULL,5632
186593,NULL,21880,NULL,NULL,NULL,26024,150
186618,NULL,13591,NULL,NULL,43899,NULL,947
186645,4039,NULL,NULL,NULL,8611,NULL,7246
186867,NULL,19400,NULL,NULL,59479,NULL,2662
186876,13754,NULL,NULL,NULL,26086,NULL,7491
186900,NULL,2523,NULL,NULL,17520,NULL,68
187000,NULL,10392,NULL,NULL,NULL,13337,157
187046,NULL,NULL,NULL,NULL,NULL,NULL,19596
187134,8167,NULL,NULL,NULL,28943,NULL,6446
187161,NULL,21500,NULL,NULL,NULL,26992,735
187198,3511,NULL,NULL,NULL,9211,NULL,11437
187444,10976,NULL,NULL,NULL,21990,NULL,9930
187505,NULL,16477,NULL,NULL,NULL,20153,1017
187532,2947,NULL,NULL,NULL,8946,NULL,25090
187596,3902,NULL,NULL,NULL,9178,NULL,1654
187602,NULL,8601,NULL,NULL,NULL,12509,86
187620,5677,NULL,NULL,NULL,11190,NULL,6677
187639,7671,NULL,NULL,NULL,11844,NULL,2021
187648,7506,NULL,NULL,NULL,15021,NULL,3767
187666,6255,NULL,NULL,NULL,12146,NULL,2134
187745,9593,NULL,NULL,NULL,15287,NULL,225
187897,8809,NULL,NULL,NULL,15611,NULL,2221
187903,9595,NULL,NULL,NULL,11954,NULL,1500
187912,3924,NULL,NULL,NULL,14200,NULL,470
187958,6447,NULL,NULL,NULL,12542,NULL,2233
187967,7612,NULL,NULL,NULL,17600,NULL,1490
187976,4507,NULL,NULL,NULL,11743,NULL,541
187985,7100,NULL,NULL,NULL,16822,NULL,20847
187994,3990,NULL,NULL,NULL,9582,NULL,1379
188003,4470,NULL,NULL,NULL,9653,NULL,806
188021,3692,NULL,NULL,NULL,9923,NULL,512
188030,8397,NULL,NULL,NULL,17290,NULL,12886
188049,5207,NULL,NULL,NULL,11069,NULL,1775
188058,5434,NULL,NULL,NULL,10358,NULL,1173
188100,5737,NULL,NULL,NULL,11305,NULL,6090
188137,10185,NULL,NULL,NULL,15349,NULL,4173
188146,NULL,16879,NULL,NULL,41417,NULL,659
188182,NULL,14891,NULL,NULL,24154,NULL,318
188207,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188216,8258,NULL,NULL,NULL,12228,NULL,519
188225,7011,NULL,NULL,NULL,13022,NULL,941
188261,11339,NULL,NULL,NULL,14010,NULL,598
188289,NULL,11032,NULL,NULL,NULL,15174,76
188304,9869,NULL,NULL,NULL,15121,NULL,2166
188340,NULL,17385,NULL,NULL,30790,NULL,1721
188429,NULL,20512,NULL,NULL,41559,NULL,5000
188438,2810,NULL,NULL,NULL,10166,NULL,3614
188465,NULL,17526,NULL,NULL,25718,NULL,551
188517,NULL,13909,NULL,NULL,21093,NULL,568
188526,NULL,25442,NULL,NULL,40718,NULL,1075
188535,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188580,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188641,NULL,11715,NULL,NULL,38830,NULL,1905
188650,NULL,23840,NULL,NULL,NULL,28132,742
188669,NULL,22872,NULL,NULL,33155,NULL,91
188678,NULL,39372,NULL,NULL,49143,NULL,216
188687,NULL,13430,NULL,NULL,17167,NULL,408
188696,NULL,23963,NULL,NULL,29577,NULL,230
188854,NULL,29726,NULL,NULL,44526,NULL,1365
188890,NULL,16893,NULL,NULL,NULL,22022,1292
188915,NULL,13045,NULL,NULL,NULL,18064,79
188942,NULL,12486,NULL,NULL,18138,NULL,106
188988,NULL,12468,NULL,NULL,NULL,15973,270
189015,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189088,NULL,16364,NULL,NULL,60280,NULL,1957
189097,NULL,15943,NULL,NULL,59581,NULL,2486
189219,NULL,15132,NULL,NULL,NULL,18824,265
189228,NULL,23570,NULL,NULL,36229,NULL,4551
189264,NULL,4725,NULL,NULL,15275,NULL,47
189273,NULL,3583,NULL,NULL,12900,NULL,49
189282,NULL,NULL,NULL,NULL,NULL,NULL,269
189404,NULL,17072,NULL,NULL,NULL,20563,200
189413,NULL,21345,NULL,NULL,26225,NULL,1050
189422,NULL,13933,NULL,NULL,18696,NULL,675
189459,NULL,12829,NULL,NULL,22104,NULL,1885
189468,NULL,14310,NULL,NULL,NULL,18791,144
189477,NULL,7521,NULL,NULL,NULL,10608,194
189501,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189547,3813,NULL,NULL,NULL,10787,NULL,5425
189556,NULL,12586,NULL,NULL,20973,NULL,400
189565,NULL,12455,NULL,NULL,20548,NULL,444
189574,NULL,14211,NULL,NULL,22390,NULL,520
189583,NULL,14727,NULL,NULL,21458,NULL,716
189592,NULL,13689,NULL,NULL,21309,NULL,381
189653,NULL,NULL,NULL,NULL,32556,NULL,56
189705,NULL,13130,NULL,NULL,42796,NULL,2858
189714,NULL,14620,NULL,NULL,NULL,18229,238
189811,NULL,26187,NULL,NULL,34237,NULL,592
189839,4416,NULL,NULL,NULL,11746,NULL,2982
189848,NULL,10289,NULL,NULL,41576,NULL,1031
189857,NULL,16343,NULL,NULL,23043,NULL,650
189954,NULL,12169,NULL,NULL,NULL,17325,56
189981,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190008,NULL,32350,NULL,NULL,38575,NULL,78
190044,NULL,15746,NULL,NULL,54772,NULL,3060
190053,5338,NULL,NULL,NULL,12126,NULL,1315
190071,NULL,NULL,NULL,NULL,NULL,NULL,79
190080,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190099,NULL,7134,NULL,NULL,57745,NULL,2872
190114,NULL,17498,NULL,NULL,28391,NULL,911
190150,NULL,8086,NULL,NULL,61540,NULL,7970
190169,3541,NULL,NULL,NULL,10391,NULL,1549
190239,NULL,14436,NULL,NULL,NULL,19105,215
190248,NULL,12577,NULL,NULL,36593,NULL,856
190293,NULL,12062,NULL,NULL,NULL,16049,124
190309,NULL,15094,NULL,NULL,NULL,17674,36
190318,NULL,14132,NULL,NULL,NULL,18708,332
190372,NULL,12772,NULL,NULL,56735,NULL,851
190415,NULL,9149,NULL,NULL,59572,NULL,14309
190424,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190442,4717,NULL,NULL,NULL,11647,NULL,3229
190451,NULL,9250,NULL,NULL,15993,NULL,336
190503,NULL,27253,NULL,NULL,40694,NULL,2814
190512,5148,NULL,NULL,NULL,15112,NULL,13698
190521,6051,NULL,NULL,NULL,13310,NULL,23658
190530,7369,NULL,NULL,NULL,14170,NULL,10577
190549,3923,NULL,NULL,NULL,13903,NULL,12625
190558,5274,NULL,NULL,NULL,14298,NULL,12974
190567,3537,NULL,NULL,NULL,14041,NULL,11820
190576,NULL,NULL,NULL,NULL,NULL,NULL,1112
190585,6675,NULL,NULL,NULL,13674,NULL,6438
190594,4698,NULL,NULL,NULL,14478,NULL,15697
190600,3470,NULL,NULL,NULL,13308,NULL,12838
190619,5206,NULL,NULL,NULL,12563,NULL,14381
190628,7314,NULL,NULL,NULL,13625,NULL,16821
190637,2668,NULL,NULL,NULL,12957,NULL,9020
190646,7186,NULL,NULL,NULL,15240,NULL,6085
190655,4716,NULL,NULL,NULL,13584,NULL,15917
190664,3538,NULL,NULL,NULL,13676,NULL,14424
190673,3626,NULL,NULL,NULL,10784,NULL,14354
190682,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190691,4087,NULL,NULL,NULL,13967,NULL,7361
190707,NULL,2049,NULL,NULL,NULL,11599,23
190716,NULL,11575,NULL,NULL,32741,NULL,1855
190725,NULL,10515,NULL,NULL,32649,NULL,1971
190752,NULL,NULL,NULL,NULL,NULL,NULL,57
190761,NULL,18185,NULL,NULL,35825,NULL,1505
190770,NULL,20762,NULL,NULL,39399,NULL,1708
190840,3819,NULL,NULL,NULL,10654,NULL,7228
190956,NULL,NULL,NULL,NULL,13631,NULL,123
190974,NULL,23902,NULL,NULL,27982,NULL,431
190983,NULL,19845,NULL,NULL,50608,NULL,1315
191083,3111,NULL,NULL,NULL,10056,NULL,11376
191126,7597,NULL,NULL,NULL,16428,NULL,8058
191199,7933,NULL,NULL,NULL,14529,NULL,4412
191205,NULL,26927,NULL,NULL,31557,NULL,740
191241,NULL,22577,NULL,NULL,56604,NULL,8193
191287,NULL,56239,NULL,NULL,NULL,60451,475
191302,5280,NULL,NULL,NULL,12343,NULL,2220
191311,NULL,28544,NULL,NULL,NULL,34385,193
191320,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191339,4814,NULL,NULL,NULL,11590,NULL,4190
191515,NULL,6415,NULL,NULL,57420,NULL,1909
191533,NULL,19969,NULL,NULL,48699,NULL,1607
191597,NULL,NULL,NULL,NULL,NULL,NULL,393
191612,6287,NULL,NULL,NULL,13277,NULL,2436
191621,NULL,11422,NULL,NULL,25575,NULL,991
191630,NULL,20117,NULL,NULL,57699,NULL,2311
191649,NULL,28162,NULL,NULL,49604,NULL,6748
191676,NULL,17870,NULL,NULL,38352,NULL,1047
191719,6257,NULL,NULL,NULL,12832,NULL,9017
191728,NULL,15084,NULL,NULL,NULL,20534,964
191764,NULL,8211,NULL,NULL,13172,NULL,85
191834,NULL,18490,NULL,NULL,NULL,22166,490
191931,NULL,19858,NULL,NULL,44623,NULL,3166
191940,NULL,NULL,NULL,NULL,NULL,NULL,76
191959,NULL,17655,NULL,NULL,25648,NULL,95
191968,NULL,20937,NULL,NULL,53521,NULL,6202
191986,5354,NULL,NULL,NULL,13481,NULL,3381
192004,NULL,8145,NULL,NULL,17684,NULL,275
192022,3894,NULL,NULL,NULL,10467,NULL,3148
192040,NULL,-5629,NULL,NULL,32130,NULL,161
192110,NULL,19212,NULL,NULL,53212,NULL,498
192156,NULL,10137,NULL,NULL,16975,NULL,274
192165,NULL,6142,NULL,NULL,11900,NULL,120
192192,NULL,22349,NULL,NULL,42008,NULL,1830
192271,NULL,30190,NULL,NULL,41111,NULL,1508
192323,NULL,14401,NULL,NULL,42068,NULL,2619
192439,NULL,22022,NULL,NULL,42712,NULL,4905
192448,NULL,22351,NULL,NULL,44701,NULL,4067
192484,NULL,15844,NULL,NULL,NULL,18641,147
192509,NULL,11163,NULL,NULL,19536,NULL,416
192554,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192563,NULL,NULL,NULL,NULL,NULL,NULL,23
192624,NULL,8866,NULL,NULL,18525,NULL,148
192688,NULL,17636,NULL,NULL,25639,NULL,782
192703,NULL,19067,NULL,NULL,44895,NULL,3403
192712,NULL,35595,NULL,NULL,53903,NULL,377
192749,NULL,18682,NULL,NULL,49907,NULL,1671
192785,NULL,10937,NULL,NULL,17344,NULL,866
192800,NULL,NULL,NULL,NULL,NULL,NULL,32
192819,NULL,22779,NULL,NULL,45962,NULL,5295
192828,NULL,11318,NULL,NULL,NULL,16410,44
192864,NULL,25600,NULL,NULL,45323,NULL,1783
192925,NULL,10911,NULL,NULL,30598,NULL,1716
192961,NULL,12109,NULL,NULL,15659,NULL,123
192970,NULL,NULL,NULL,NULL,NULL,NULL,15
193016,NULL,12590,NULL,NULL,26740,NULL,6897
193052,NULL,11403,NULL,NULL,21283,NULL,207
193061,NULL,7220,NULL,NULL,16625,NULL,33
193070,NULL,7650,NULL,NULL,14400,NULL,50
193122,22751,NULL,NULL,NULL,NULL,26658,180
193186,NULL,18452,NULL,NULL,NULL,23043,103
193201,NULL,15528,NULL,NULL,20857,NULL,902
193247,NULL,4661,NULL,NULL,12587,NULL,160
193265,NULL,11999,NULL,NULL,NULL,17215,103
193283,5214,NULL,NULL,NULL,12635,NULL,5829
193292,NULL,17211,NULL,NULL,36702,NULL,3322
193308,NULL,10255,NULL,NULL,21039,NULL,6426
193326,5243,NULL,NULL,NULL,12121,NULL,15054
193353,NULL,16789,NULL,NULL,38808,NULL,2155
193399,NULL,17314,NULL,NULL,37738,NULL,1635
193405,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193478,4800,NULL,NULL,NULL,11811,NULL,21051
193584,NULL,16517,NULL,NULL,41298,NULL,1995
193609,NULL,6488,NULL,NULL,NULL,12038,87
193645,NULL,33048,NULL,NULL,43273,NULL,3207
193654,NULL,28398,NULL,NULL,57203,NULL,6581
193672,NULL,8504,NULL,NULL,NULL,11905,58
193751,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193760,NULL,23134,NULL,NULL,NULL,26711,820
193821,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193830,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193858,NULL,13120,NULL,NULL,NULL,18025,328
193894,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193900,NULL,25441,NULL,NULL,60059,NULL,22172
193946,2359,NULL,NULL,NULL,9451,NULL,5297
193973,NULL,12372,NULL,NULL,38829,NULL,2841
193991,NULL,12987,NULL,NULL,NULL,17557,43
194028,6903,NULL,NULL,NULL,13533,NULL,1021
194073,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194091,NULL,19148,NULL,NULL,39014,NULL,4307
194116,NULL,29895,NULL,NULL,41178,NULL,394
194161,NULL,15616,NULL,NULL,34586,NULL,1818
194189,NULL,NULL,NULL,NULL,17600,NULL,94
194222,10889,NULL,NULL,NULL,14775,NULL,8664
194240,3147,NULL,NULL,NULL,10197,NULL,5580
194259,14981,NULL,NULL,NULL,NULL,21500,37
194310,NULL,19651,NULL,NULL,50625,NULL,7883
194392,NULL,19154,NULL,NULL,38860,NULL,978
194435,NULL,13043,NULL,NULL,NULL,17454,111
194499,NULL,10769,NULL,NULL,18845,NULL,726
194541,NULL,21088,NULL,NULL,50199,NULL,2078
194569,NULL,11107,NULL,NULL,21593,NULL,247
194578,NULL,37539,NULL,NULL,54582,NULL,3247
194611,NULL,25817,NULL,NULL,29568,NULL,884
194657,NULL,5569,NULL,NULL,18400,NULL,164
194666,NULL,4033,NULL,NULL,13955,NULL,263
194675,NULL,NULL,NULL,NULL,13100,NULL,30
194693,NULL,NULL,NULL,NULL,18750,NULL,47
194718,NULL,NULL,NULL,NULL,NULL,NULL,30
194736,NULL,NULL,NULL,NULL,NULL,NULL,96
194763,NULL,3800,NULL,NULL,17300,NULL,269
194824,NULL,23115,NULL,NULL,59470,NULL,5379
194879,NULL,13824,NULL,NULL,NULL,18141,193
194958,NULL,14844,NULL,NULL,38826,NULL,1302
194967,NULL,15828,NULL,NULL,23703,NULL,617
195003,NULL,20818,NULL,NULL,45772,NULL,12587
195030,NULL,15555,NULL,NULL,59156,NULL,6047
195058,6734,NULL,NULL,NULL,13302,NULL,6568
195067,NULL,14405,NULL,NULL,NULL,19217,665
195128,NULL,15239,NULL,NULL,40437,NULL,1661
195155,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195164,NULL,14693,NULL,NULL,41265,NULL,1787
195173,NULL,8469,NULL,NULL,24739,NULL,2725
195191,NULL,12817,NULL,NULL,23992,NULL,302
195216,NULL,13202,NULL,NULL,57423,NULL,2391
195234,NULL,17145,NULL,NULL,40267,NULL,2792
195243,NULL,14808,NULL,NULL,36823,NULL,1279
195289,NULL,13958,NULL,NULL,19232,NULL,163
195304,NULL,22821,NULL,NULL,62636,NULL,1402
195322,4576,NULL,NULL,NULL,9626,NULL,3874
195438,NULL,NULL,NULL,NULL,18300,NULL,190
195474,NULL,16011,NULL,NULL,45452,NULL,3102
195492,NULL,NULL,NULL,NULL,NULL,NULL,22
195526,NULL,8753,NULL,NULL,58562,NULL,2646
195544,NULL,9342,NULL,NULL,25290,NULL,4408
195580,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195623,NULL,NULL,NULL,NULL,NULL,NULL,15
195687,NULL,NULL,NULL,NULL,23250,NULL,159
195702,NULL,NULL,NULL,NULL,NULL,NULL,13
195720,NULL,13473,NULL,NULL,39014,NULL,2948
195784,NULL,20218,NULL,NULL,28127,NULL,747
195793,NULL,NULL,NULL,NULL,12704,NULL,35
195809,NULL,25738,NULL,NULL,50233,NULL,11147
195845,NULL,14733,NULL,NULL,19079,NULL,558
195933,NULL,19088,NULL,NULL,NULL,23438,795
195988,5596,NULL,NULL,NULL,13710,NULL,1282
196006,10520,NULL,NULL,NULL,21127,NULL,3494
196015,9140,NULL,NULL,NULL,19394,NULL,3354
196024,10592,NULL,NULL,NULL,20134,NULL,3206
196033,11459,NULL,NULL,NULL,21178,NULL,2411
196042,4857,NULL,NULL,NULL,15258,NULL,7455
196051,12715,NULL,NULL,NULL,22083,NULL,2849
196060,10032,NULL,NULL,NULL,21249,NULL,12542
196079,10159,NULL,NULL,NULL,21966,NULL,12940
196088,9181,NULL,NULL,NULL,20885,NULL,19365
196097,8585,NULL,NULL,NULL,20611,NULL,15724
196103,10367,NULL,NULL,NULL,22550,NULL,1694
196112,7570,NULL,NULL,NULL,19843,NULL,1714
196121,8389,NULL,NULL,NULL,19511,NULL,7040
196130,6976,NULL,NULL,NULL,18088,NULL,9190
196149,10428,NULL,NULL,NULL,21840,NULL,6394
196158,10078,NULL,NULL,NULL,20802,NULL,5049
196167,10168,NULL,NULL,NULL,21004,NULL,5463
196176,9002,NULL,NULL,NULL,20428,NULL,6397
196185,9046,NULL,NULL,NULL,20762,NULL,5759
196194,9951,NULL,NULL,NULL,21222,NULL,7245
196200,9222,NULL,NULL,NULL,19829,NULL,3683
196219,11661,NULL,NULL,NULL,22381,NULL,4017
196228,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196237,4495,NULL,NULL,NULL,15888,NULL,4045
196246,8392,NULL,NULL,NULL,20371,NULL,5494
196255,NULL,NULL,NULL,NULL,NULL,NULL,346
196264,12936,NULL,NULL,NULL,19755,NULL,9793
196291,10707,NULL,NULL,NULL,21493,NULL,1565
196307,NULL,NULL,NULL,NULL,NULL,NULL,284
196389,NULL,21590,NULL,NULL,24281,NULL,848
196413,NULL,18699,NULL,NULL,55600,NULL,14738
196431,NULL,11668,NULL,NULL,17708,NULL,321
196440,NULL,7725,NULL,NULL,13000,NULL,17
196468,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196477,NULL,15351,NULL,NULL,22032,NULL,3019
196565,7024,NULL,NULL,NULL,14886,NULL,3040
196583,NULL,6767,NULL,NULL,16030,NULL,180
196592,NULL,12655,NULL,NULL,23347,NULL,6196
196653,NULL,16307,NULL,NULL,21346,NULL,1384
196680,NULL,NULL,NULL,NULL,NULL,NULL,37440
196699,2095,NULL,NULL,NULL,9927,NULL,2234
196857,NULL,17504,NULL,NULL,NULL,22776,1479
196866,NULL,12111,NULL,NULL,58023,NULL,2206
196884,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197018,NULL,4768,NULL,NULL,15572,NULL,1814
197027,-769,NULL,NULL,NULL,6603,NULL,958
197045,NULL,18883,NULL,NULL,44394,NULL,2831
197081,NULL,13230,NULL,NULL,21465,NULL,275
197133,NULL,4456,NULL,NULL,59320,NULL,2436
197142,NULL,14297,NULL,NULL,22374,NULL,456
197151,NULL,32932,NULL,NULL,48993,NULL,3469
197197,NULL,20723,NULL,NULL,49453,NULL,1830
197221,NULL,13720,NULL,NULL,18520,NULL,82
197230,NULL,16863,NULL,NULL,48142,NULL,526
197285,NULL,19996,NULL,NULL,32487,NULL,1083
197294,4414,NULL,NULL,NULL,11769,NULL,12234
197337,NULL,10363,NULL,NULL,NULL,14625,116
197522,NULL,11787,NULL,NULL,21209,NULL,476
197531,NULL,6704,NULL,NULL,14910,NULL,562
197601,NULL,4072,NULL,NULL,12927,NULL,119
197610,NULL,146,NULL,NULL,16800,NULL,152
197647,NULL,7064,NULL,NULL,17260,NULL,104
197674,NULL,5142,NULL,NULL,14737,NULL,220
197692,NULL,NULL,NULL,NULL,16360,NULL,75
197708,NULL,22878,NULL,NULL,53825,NULL,2887
197735,NULL,5232,NULL,NULL,15573,NULL,470
197744,NULL,8742,NULL,NULL,18100,NULL,164
197814,6121,NULL,NULL,NULL,11908,NULL,2147
197832,NULL,27234,NULL,NULL,32230,NULL,1427
197850,7466,NULL,NULL,NULL,12956,NULL,1921
197869,6845,NULL,NULL,NULL,17780,NULL,15840
197887,9353,NULL,NULL,NULL,14840,NULL,6327
197911,NULL,19366,NULL,NULL,37437,NULL,1043
197966,9274,NULL,NULL,NULL,14383,NULL,1587
197984,NULL,21557,NULL,NULL,39328,NULL,1634
197993,NULL,18523,NULL,NULL,28398,NULL,612
198011,9602,NULL,NULL,NULL,12281,NULL,1016
198039,7582,NULL,NULL,NULL,12877,NULL,1924
198066,NULL,16688,NULL,NULL,35062,NULL,700
198075,NULL,23957,NULL,NULL,NULL,26627,128
198084,7157,NULL,NULL,NULL,12230,NULL,1406
198109,NULL,10539,NULL,NULL,19688,NULL,440
198118,17211,NULL,NULL,NULL,22646,NULL,3050
198136,NULL,20803,NULL,NULL,40323,NULL,4463
198154,9692,NULL,NULL,NULL,14454,NULL,8798
198190,NULL,20834,NULL,NULL,NULL,23742,57
198206,8064,NULL,NULL,NULL,12843,NULL,1409
198215,NULL,18575,NULL,NULL,37818,NULL,1273
198233,10310,NULL,NULL,NULL,15402,NULL,3781
198242,NULL,31883,NULL,NULL,35177,NULL,256
